Group Name,GroupID,StudentID,weekly_assessment_socre,num_weekly_assessment,exit_assessment_score
T1 Rhyme,900,795,100,1,100
T1 Rhyme,900,805,100,1,80
T1 Rational Counting,910,828,100,1,100
T1 Rational Counting,910,830,100,1,100
T1 Rational Counting,910,842,100,1,100
T1 Rational Counting,910,848,100,1,100
T1 Rational Counting,910,853,100,1,100
T1 Rational Counting,910,854,100,1,100
T1 Rational Counting,910,855,100,1,100
T1 Rational Counting,911,839,100,1,100
T1 Rational Counting,911,847,100,1,100
T1 Rational Counting,911,850,100,1,100
T1 Rational Counting,911,864,100,1,100
T1 Rational Counting,911,867,100,1,100
T1 Rational Counting,912,835,100,1,100
T1 Rational Counting,912,849,100,1,100
T1 Rational Counting,912,851,100,1,100
T1 Rational Counting,912,865,100,1,100
T1 Rational Counting,912,872,100,1,100
T1 One-to-One,989,1541,100,1,100
T1 Rational Counting,990,175,100,2,60
T1 Rational Counting,990,185,100,2,100
T1 Rational Counting,990,186,100,2,80
T1 Rational Counting,991,176,100,2,100
T1 Rational Counting,991,179,100,2,80
T1 Rational Counting,991,180,91.5,2,0
T1 Rational Counting,991,182,83.5,2,20
T1 Rational Counting,991,188,100,2,100
T1 Rational Counting,992,1541,91.5,2,40
T1 Word Awareness,993,176,67,1,50
T1 Word Awareness,994,179,100,2,100
T1 Word Awareness,994,180,83.5,2,50
T1 Word Awareness,994,1541,83.5,2,50
T1 Word Awareness,994,1542,83.5,2,25
T1 Word Awareness,994,1545,100,2,100
T1 Rhyme,996,182,100,1,100
T1 Rhyme,996,185,100,1,80
T1 Rhyme,996,186,100,1,100
T1 Rhyme,996,188,100,1,80
T1 One-to-One,1005,195,100,2,25
T1 One-to-One,1005,203,100,2,100
T1 One-to-One,1005,204,100,2,25
T1 One-to-One,1005,205,100,2,100
T1 One-to-One,1005,1546,100,2,100
T1 One-to-One,1005,1547,100,2,100
T1 One-to-One,1005,1548,50,2,100
T1 Rational Counting,1006,191,100,2,100
T1 Rational Counting,1006,192,100,2,100
T1 Rational Counting,1006,199,100,2,100
T1 Rational Counting,1006,200,100,2,0
T1 Rational Counting,1006,202,100,2,100
T1 Oral Comprehension,1012,192,100,4,100
T1 Oral Comprehension,1012,195,86.6667,4,100
T1 Oral Comprehension,1012,200,42.5,4,100
T1 Oral Comprehension,1012,202,100,4,100
T1 Oral Comprehension,1012,204,56.25,4,60
T1 Oral Comprehension,1012,1548,100,4,100
T1 Oral Comprehension,1012,1550,100,4,100
T1 Expression: Descriptive Language,1013,197,100,3,100
T1 Expression: Descriptive Language,1013,199,100,3,100
T1 Expression: Descriptive Language,1013,205,93.3333,3,100
T1 Expression: Descriptive Language,1013,206,100,3,100
T1 Expression: Descriptive Language,1013,207,100,3,100
T1 Expression: Descriptive Language,1013,1551,100,3,100
T1 Expression: Descriptive Language,1014,191,100,3,100
T1 Expression: Descriptive Language,1014,193,100,3,100
T1 Expression: Descriptive Language,1014,196,100,3,100
T1 Expression: Descriptive Language,1014,201,100,3,100
T1 Expression: Descriptive Language,1014,203,100,3,100
T1 Expression: Descriptive Language,1014,1546,100,3,100
T1 Expression: Descriptive Language,1014,1547,90,3,100
T1 One-to-One,1018,213,80,1,100
T1 One-to-One,1018,216,100,1,100
T1 One-to-One,1018,1552,100,1,100
T1 One-to-One,1018,1553,80,1,100
T1 One-to-One,1018,1554,100,1,100
T1 Rational Counting,1019,208,100,1,80
T1 Rational Counting,1019,209,100,1,100
T1 Rational Counting,1019,211,100,1,60
T1 Rational Counting,1019,1555,100,1,0
T1 Rational Counting,1019,1556,100,1,40
T1 Rational Counting,1019,1557,100,1,40
T1 Rational Counting,1019,1558,100,1,60
T1 Rational Counting,1020,210,100,1,100
T1 Rational Counting,1020,212,100,1,100
T1 Rational Counting,1020,214,100,1,100
T1 Rational Counting,1020,217,100,1,100
T1 Rational Counting,1020,1559,100,1,100
T1 Rational Counting,1020,1560,100,1,100
T1 Rational Counting,1020,1561,100,1,100
T1 Word Awareness,1021,209,100,2,75
T1 Word Awareness,1021,211,83.5,2,50
T1 Word Awareness,1021,216,83.5,2,75
T1 Word Awareness,1021,1552,66.5,2,75
T1 Word Awareness,1021,1555,16.5,2,25
T1 Word Awareness,1021,1557,83.5,2,100
T1 Word Awareness,1022,210,0,4,100
T1 Word Awareness,1022,214,33,4,75
T1 Word Awareness,1022,1553,67,4,75
T1 Word Awareness,1022,1555,44.3333,3,100
T1 Word Awareness,1022,1556,75,4,100
T1 Word Awareness,1022,1558,89,4,100
T1 Word Awareness,1022,1561,67,4,75
T1 Word Awareness,1022,1812,33.3333,3,50
T1 Rhyme,1023,213,100,1,40
T1 Rhyme,1023,1554,100,1,80
T1 Rhyme,1023,1560,100,1,80
T1 Syllables,1024,212,80,1,100
T1 Syllables,1024,217,40,1,100
T1 Syllables,1024,1559,60,1,100
T1 Word Awareness,1042,645,75,4,100
T1 Word Awareness,1042,661,91.75,4,100
T1 Word Awareness,1042,662,100,4,100
T1 Word Awareness,1042,667,83.5,4,100
T1 Rational Counting,1048,727,100,1,100
T1 Rational Counting,1048,730,100,1,100
T1 Rational Counting,1048,733,100,1,100
T1 Rhyme,1050,65,100,2,80
T1 Rhyme,1050,91,100,2,80
T1 Rhyme,1050,95,100,2,100
T1 Quantification,1070,1241,100,1,100
T1 Rhyme,1085,1128,83.5,2,40
T1 Rhyme,1085,1247,100,2,100
T1 Rhyme,1085,1344,83.5,2,40
T1 Rhyme,1085,1500,100,2,0
T1 Rhyme,1085,1638,100,2,80
T1 Rhyme,1087,41,100,1,80
T1 Rhyme,1087,48,100,1,60
T1 Rhyme,1087,57,100,1,60
T1 Rhyme,1087,69,100,1,100
T1 Rote Counting,1089,1606,80,2,100
T1 Rhyme,1106,1419,100,1,80
T1 Syllables,1121,669,100,1,80
T1 Syllables,1121,887,100,1,100
T1 Phonemes,1122,644,100,1,100
T1 Phonemes,1122,653,80,1,100
T1 Rhyme,1124,652,100,3,100
T1 Rhyme,1124,656,100,3,100
T1 Rhyme,1124,670,100,3,100
T1 Rhyme,1124,886,100,3,100
T1 Rote Counting,1130,40,90,2,100
T1 Rote Counting,1130,58,90,2,100
T1 Rote Counting,1130,72,100,2,100
T1 Rote Counting,1130,82,60,2,100
T1 Rote Counting,1130,92,100,2,50
T1 Rote Counting,1130,680,90,2,100
T1 Rote Counting,1131,681,100,2,100
T1 Quantification,1132,19,67,2,80
T1 Quantification,1132,74,100,2,100
T1 Quantification,1132,76,100,2,40
T1 Quantification,1132,99,100,2,100
T1 Quantification,1132,681,83.5,2,40
T1 Rote Counting,1140,925,93.3333,3,100
T1 Rote Counting,1140,1169,80,3,100
T1 Rote Counting,1140,1448,80,1,100
T1 Rote Counting,1140,1604,100,3,100
T1 Rote Counting,1140,1613,86.6667,3,100
T1 Rhyme,1144,1097,33,1,100
T1 Rhyme,1144,1235,33,1,60
T1 Rhyme,1144,1291,33,1,60
T1 Rhyme,1145,1201,89,3,100
T1 Phonemes,1156,893,80,1,40
T1 Phonemes,1156,1467,60,1,40
T1 Rhyme,1159,973,67,2,60
T1 Rhyme,1159,987,100,2,80
T1 Rhyme,1159,1136,50,2,40
T1 Rhyme,1159,1450,33,2,40
T1 Rhyme,1159,1503,100,2,80
T1 Rhyme,1159,1513,33,2,40
T1 Rhyme,1160,947,83.5,2,60
T1 Rhyme,1160,989,83.5,2,80
T1 Rhyme,1160,1015,100,2,100
T1 Rhyme,1160,1196,67,2,40
T1 Rhyme,1160,1262,50,2,60
T1 Rhyme,1160,1300,100,2,100
T1 Rhyme,1160,1431,67,2,60
T1 Rote Counting,1161,973,100,1,100
T1 Rote Counting,1161,1467,100,1,100
T1 Rote Counting,1161,1607,100,1,100
T1 Rote Counting,1162,947,100,1,100
T1 Rote Counting,1162,1439,100,1,100
T1 Quantification,1163,962,33,1,40
T1 Quantification,1164,893,100,1,100
T1 Quantification,1164,989,100,1,100
T1 Quantification,1164,1196,100,1,100
T1 Quantification,1164,1300,100,1,100
T1 Rote Counting,1195,938,60,1,50
T1 Rote Counting,1195,1002,20,1,50
T1 Quantification,1258,910,100,2,90
T1 Quantification,1258,1432,100,2,90
T1 Quantification,1374,187,100,1,100
T1 Quantification,1374,189,100,1,100
T1 Quantification,1374,190,100,1,100
T1 Quantification,1374,1545,100,1,100
T1 Syllables,1375,216,100,2,100
T1 Syllables,1375,1552,70,2,100
T1 Syllables,1375,1554,93.3333,3,100
T1 Number Symbols,1378,1178,100,1,90
T1 Number Symbols,1378,1205,80,1,90
T1 Number Symbols,1378,1258,100,1,80
T1 Quantification,1381,176,100,1,100
T1 Quantification,1381,185,100,1,100
T1 Quantification,1381,186,100,1,100
T1 Quantification,1381,188,100,1,100
T1 Rote Counting,1388,954,73.3333,3,60
T1 Rote Counting,1388,1021,40,3,20
T1 Rote Counting,1388,1046,100,3,100
T1 Rote Counting,1388,1251,73.3333,3,60
T1 Number Symbols,1390,969,100,3,100
T1 Number Symbols,1390,1248,70,3,80
T1 Number Symbols,1390,1252,86.6667,3,70
T1 Number Symbols,1390,1310,93.3333,3,80
T1 Number Symbols,1390,1427,70,3,100
T1 Number Symbols,1400,1016,80,2,30
T1 Number Symbols,1400,1118,90,2,100
T1 Number Symbols,1400,1214,100,2,90
T1 Number Symbols,1400,1259,70,2,80
T1 Number Symbols,1400,1349,80,2,90
T1 Word Awareness,1416,1206,66.5,2,100
T1 Word Awareness,1416,1603,66.5,2,100
T1 Rhyme,1417,954,100,3,100
T1 Rhyme,1417,1046,78,3,80
T1 Rhyme,1417,1249,33.5,3,80
T1 Rhyme,1417,1310,100,3,100
T1 Rhyme,1417,1436,83.5,3,100
T1 Rhyme,1417,1509,83.5,3,100
T1 Rhyme,1418,917,100,3,100
T1 Rhyme,1418,1021,83.5,2,60
T1 Rhyme,1418,1248,66.6667,3,60
T1 Rhyme,1418,1251,100,2,80
T1 Rhyme,1418,1393,89,3,80
T1 Rhyme,1418,1427,100,2,80
T1 Phonemes,1419,997,86.6667,3,100
T1 Phonemes,1419,1225,53.3333,3,80
T1 Phonemes,1419,1252,66.6667,3,100
T1 Phonemes,1419,1285,86.6667,3,100
T1 Addition Strategies,1446,915,100,1,60
T1 Addition Strategies,1446,1000,60,1,60
T1 Addition Strategies,1446,1052,100,1,100
T1 Addition Strategies,1446,1283,80,1,100
T1 Addition Strategies,1446,1326,80,1,100
T1 Addition Strategies,1446,1364,100,1,80
T1 Quantification,1455,1603,67,1,80
T1 One-to-One,1456,1177,100,2,100
T1 One-to-One,1456,1269,100,2,100
T1 One-to-One,1456,1627,100,2,75
T1 Rote Counting,1457,913,100,1,100
T1 Rote Counting,1457,1234,100,1,100
T1 Rote Counting,1457,1271,100,1,100
T1 Rote Counting,1457,1275,100,1,100
T1 Phonemes,1465,749,80,2,80
T1 Phonemes,1465,754,40,2,40
T1 Phonemes,1465,756,80,2,100
T1 Phonemes,1465,758,60,2,100
T1 Phonemes,1465,883,80,2,100
T1 Rhyme,1467,746,100,1,100
T1 Rhyme,1467,747,100,2,100
T1 Rhyme,1467,757,83.5,2,80
T1 Rhyme,1467,1643,67,1,80
T1 Syllables,1468,744,90,2,100
T1 Syllables,1468,752,80,2,80
T1 Syllables,1468,753,65,2,100
T1 Syllables,1468,759,100,2,100
T1 Syllables,1468,1642,80,2,100
T1 Rhyme,1481,912,83.25,4,80
T1 Rhyme,1481,1103,83.5,4,60
T1 Rhyme,1481,1134,100,4,100
T1 Rhyme,1481,1222,91.75,4,80
T1 Rhyme,1481,1297,75,4,80
T1 Rhyme,1481,1612,66.5,4,20
T1 Compound Words,1484,1132,100,2,100
T1 Syllables,1486,1403,100,4,100
T1 Rote Counting,1489,1257,100,1,100
T1 Rote Counting,1489,1362,100,1,100
T1 Rote Counting,1489,1423,100,1,100
T1 Expression: Descriptive Language,1490,911,80,1,80
T1 Expression: Descriptive Language,1490,1084,80,1,80
T1 Expression: Descriptive Language,1490,1391,100,1,100
T1 Expression: Descriptive Language,1490,1637,100,1,100
T1 Number Symbols,1501,893,100,1,100
T1 Rhyme,1533,1238,100,1,100
T1 Rhyme,1533,1265,0,1,60
T1 Rational Counting,1535,925,80,1,100
T1 Rational Counting,1535,1169,100,1,100
T1 Rational Counting,1535,1448,80,1,60
T1 Rational Counting,1535,1604,100,1,100
T1 Rational Counting,1535,1613,100,1,100
T1 Rhyme,1543,953,100,1,40
T1 Rhyme,1543,982,100,1,80
T1 Rhyme,1543,1350,100,1,20
T1 Rhyme,1544,931,100,1,40
T1 Rhyme,1544,1140,100,1,100
T1 Rhyme,1544,1164,100,1,100
T1 Rhyme,1544,1314,100,1,20
T1 Rhyme,1544,1357,100,1,40
T1 Phonemes,1545,1033,100,1,100
T1 Phonemes,1545,1101,100,1,60
T1 Phonemes,1545,1110,100,1,100
T1 Rote Counting,1593,1103,40,1,0
T1 Rote Counting,1593,1167,100,1,100
T1 Rote Counting,1593,1297,100,1,100
T1 Quantification,1594,1134,100,1,90
T1 Quantification,1594,1403,100,1,80
T1 Rational Counting,1595,1029,100,1,80
T1 Phonemes,1602,921,100,2,80
T1 Phonemes,1602,1095,80,2,0
T1 Phonemes,1602,1172,100,2,100
T1 Phonemes,1602,1218,100,2,60
T1 Phonemes,1602,1408,100,2,40
T1 Phonemes,1602,1445,100,2,80
T1 Quantification,1605,989,100,1,100
T1 Quantification,1605,1196,67,1,100
T1 Quantification,1605,1300,100,1,100
T1 Quantification,1607,973,33,1,60
T1 Quantification,1607,1230,100,1,100
T1 Quantification,1607,1513,100,1,100
T1 Rhyme,1608,911,100,1,80
T1 Rhyme,1608,1365,100,1,80
T1 Rhyme,1608,1369,100,1,60
T1 Rhyme,1608,1391,100,1,80
T1 Rhyme,1608,1470,100,1,40
T1 Rhyme,1608,1473,100,1,80
T1 Rational Counting,1610,947,100,1,80
T1 Rational Counting,1610,962,100,1,60
T1 Rational Counting,1610,1015,100,1,80
T1 Rational Counting,1610,1439,100,1,80
T1 Rational Counting,1610,1503,100,1,80
T1 Rote Counting,1612,948,100,1,100
T1 Rote Counting,1612,1115,100,1,100
T1 Rhyme,1635,965,100,2,20
T1 Rhyme,1635,985,83.5,2,40
T1 Rhyme,1635,1077,83.5,2,40
T1 Rhyme,1635,1163,100,2,80
T1 Rhyme,1635,1485,100,2,40
T1 Rhyme,1635,1511,33,2,60
T1 Rhyme,1649,1273,100,1,40
T1 Syllables,1651,930,100,2,100
T1 Syllables,1651,1031,90,2,100
T1 Rational Counting,1654,23,100,1,100
T1 Rational Counting,1654,70,100,1,100
T1 Rational Counting,1655,15,100,1,100
T1 Rational Counting,1655,17,100,1,100
T1 Quantification,1656,4,67,1,100
T1 Quantification,1656,45,67,1,100
T1 Quantification,1656,52,67,1,100
T1 Quantification,1656,64,100,1,100
T1 Quantification,1657,36,100,1,100
T1 Rhyme,1660,708,78,3,100
T1 Rhyme,1660,710,89,3,80
T1 Rhyme,1660,711,67,3,60
T1 Rhyme,1660,1622,100,3,60
T1 Rhyme,1666,1059,100,2,80
T1 Rhyme,1666,1231,100,2,60
T1 Phonemes,1668,979,100,1,20
T1 Phonemes,1668,1019,100,1,20
T1 Phonemes,1668,1069,100,1,60
T1 Phonemes,1668,1173,40,1,100
T1 Phonemes,1668,1338,100,1,0
T1 Phonemes,1674,1243,80,1,20
T1 Phonemes,1674,1351,100,1,20
T1 Rote Counting,1697,712,80,1,100
T1 Rote Counting,1697,713,100,1,100
T1 Rhyme,1698,750,100,1,100
T1 Rhyme,1698,751,67,1,40
T1 Rhyme,1698,882,100,1,100
T1 Rhyme,1713,924,27.6667,6,0
T1 Rhyme,1713,1216,66.6,6,80
T1 Rhyme,1713,1472,33.3333,6,20
T1 Rhyme,1713,1633,66.6667,4,80
T1 Rote Counting,1720,992,100,2,100
T1 Rote Counting,1720,999,100,2,100
T1 Rote Counting,1720,1246,100,2,100
T1 Syllables,1725,1169,40,1,100
T1 Syllables,1725,1604,100,1,100
T1 Phonemes,1726,925,80,3,80
T1 Rhyme,1771,1244,100,1,80
T1 Rhyme,1771,1324,100,1,60
T1 Phonemes,1779,11,80,1,20
T1 Phonemes,1779,61,100,1,60
T1 Phonemes,1779,678,100,1,40
T1 Rhyme,1786,1004,83.5,2,40
T1 Rhyme,1786,1102,100,2,80
T1 Rhyme,1786,1128,100,2,80
T1 Rhyme,1786,1344,83.5,2,0
T1 Rhyme,1786,1500,100,2,60
T1 Rhyme,1786,1519,100,2,40
T1 Expression: Descriptive Language,1796,917,100,3,100
T1 Expression: Descriptive Language,1796,1046,100,3,100
T1 Expression: Descriptive Language,1796,1249,86.6667,3,100
T1 Expression: Descriptive Language,1796,1436,93.3333,3,100
T1 Expression: Descriptive Language,1796,1509,100,3,100
T1 Rhyme,1798,502,100,1,80
T1 Rote Counting,1811,1012,100,1,100
T1 Word Awareness,1831,122,67,1,100
T1 Word Awareness,1831,125,0,1,100
T1 Word Awareness,1831,1535,67,1,100
T1 Word Awareness,1831,1536,0,1,75
T1 Quantification,1835,212,100,1,100
T1 Quantification,1835,214,100,1,100
T1 Quantification,1835,217,100,1,100
T1 Quantification,1836,208,100,1,80
T1 Quantification,1836,1559,100,1,100
T1 Quantification,1836,1560,100,1,60
T1 Rational Counting,1843,213,100,1,80
T1 Rational Counting,1843,1812,100,1,60
T1 Rhyme,1845,209,100,2,100
T1 Rhyme,1845,210,83.5,2,80
T1 Rhyme,1845,214,100,2,80
T1 Rhyme,1845,1561,100,2,80
T1 Rational Counting,1850,743,60,1,80
T1 Rational Counting,1850,750,100,1,100
T1 Rational Counting,1850,751,100,1,100
T1 Rational Counting,1850,882,100,1,80
T1 Rational Counting,1850,1642,100,1,100
T1 Compound Words,1867,744,100,1,100
T1 Compound Words,1867,748,100,1,100
T1 Compound Words,1867,752,100,1,100
T1 Compound Words,1867,753,100,1,100
T1 Compound Words,1867,759,100,1,100
T1 Compound Words,1867,760,100,1,100
T1 Rhyme,1871,1106,100,1,80
T1 Rhyme,1871,1482,100,1,80
T1 Rhyme,1871,1501,100,1,80
T1 Rhyme,1871,1523,100,1,80
T1 Expression: Descriptive Language,1883,1104,80,1,80
T1 Expression: Descriptive Language,1883,1336,80,1,80
T1 Expression: Descriptive Language,1883,1342,80,1,80
T1 Expression: Descriptive Language,1883,1402,100,1,80
T1 Expression: Descriptive Language,1883,1430,100,1,100
T1 Expression: Descriptive Language,1884,986,80,1,100
T1 Expression: Descriptive Language,1884,1079,100,1,80
T1 Expression: Descriptive Language,1884,1137,100,1,100
T1 Expression: Descriptive Language,1884,1153,80,1,80
T1 Expression: Descriptive Language,1884,1288,100,1,100
T1 Expression: Descriptive Language,1884,1290,100,1,100
T1 Expression: Descriptive Language,1884,1527,100,1,80
T1 Rational Counting,1900,942,100,2,100
T1 Phonemes,1905,67,80,3,60
T1 Phonemes,1905,71,66.6667,3,60
T1 Phonemes,1905,686,100,3,100
T1 Phonemes,1907,7,100,2,100
T1 Phonemes,1907,24,100,2,100
T1 Phonemes,1907,88,100,2,100
T1 Phonemes,1907,90,100,2,100
T1 Phonemes,1907,93,100,2,100
T1 Phonemes,1907,98,100,2,100
T1 Phonemes,1908,1,100,3,100
T1 Phonemes,1908,2,100,3,100
T1 Phonemes,1908,9,100,3,100
T1 Phonemes,1908,13,100,3,100
T1 Phonemes,1908,79,100,3,100
T1 Phonemes,1908,80,100,3,100
T1 Rhyme,1930,40,83.5,2,40
T1 Rhyme,1930,58,100,2,20
T1 Rhyme,1930,72,100,2,40
T1 Rhyme,1930,74,33,2,20
T1 Rhyme,1931,92,33,1,40
T1 Rhyme,1931,101,100,1,20
T1 Rote Counting,1976,14,100,1,100
T1 Rote Counting,1976,1104,100,1,67
T1 Rote Counting,1976,1137,100,1,100
T1 Rhyme,2030,1325,33,1,80
T1 Rhyme,2030,1498,100,1,60
T1 Syllables,2053,1207,80,1,100
T1 Syllables,2053,1244,80,1,100
T1 Syllables,2053,1307,80,1,100
T1 Syllables,2053,1441,100,1,100
T1 Syllables,2053,1499,100,1,100
T1 Syllables,2108,906,60,1,80
T1 Syllables,2108,1142,100,1,100
T1 Syllables,2108,1239,80,1,100
T1 Syllables,2108,1298,100,1,100
T1 Syllables,2108,1321,100,1,100
T1 Comparative Value,2115,763,100,1,80
T1 Comparative Value,2115,769,80,1,100
T1 Comparative Value,2115,776,80,1,100
T1 Comparative Value,2115,884,80,1,80
T1 Phonemes,2171,196,60,2,0
T1 Phonemes,2171,197,100,2,100
T1 Phonemes,2171,201,100,2,100
T1 Phonemes,2171,1551,100,2,100
T1 Syllables,2189,193,100,2,100
T1 Syllables,2189,203,90,2,33
T1 Syllables,2189,205,90,2,100
T1 Syllables,2189,206,100,2,100
T1 Syllables,2189,207,80,2,100
T1 Syllables,2189,1546,90,2,100
T1 Rhyme,2190,192,100,2,100
T1 Rhyme,2190,199,100,2,100
T1 Rhyme,2190,202,100,2,100
T1 Rhyme,2190,1547,100,2,100
T1 Compound Words,2195,216,75,1,80
T1 Compound Words,2195,1552,100,1,100
T1 Initial Sounds,2197,208,40,2,100
T1 Initial Sounds,2197,212,90,2,100
T1 Initial Sounds,2197,217,100,2,80
T1 Initial Sounds,2197,1553,50,2,100
T1 Initial Sounds,2197,1557,70,2,60
T1 Initial Sounds,2197,1559,80,2,80
T1 Initial Sounds,2197,1560,100,2,80
T1 Syllables,2198,210,100,2,100
T1 Syllables,2198,211,70,2,80
T1 Number Symbols,2214,743,100,1,50
T1 Number Symbols,2214,751,100,1,50
T1 Number Symbols,2214,882,100,1,50
T1 Number Symbols,2214,1642,100,1,100
T1 Number Symbols,2232,26,100,1,100
T1 Number Symbols,2232,29,100,1,90
T1 Number Symbols,2232,91,100,1,100
T1 Addition Strategies,2234,12,100,1,100
T1 Number Symbols,2264,989,100,1,100
T1 Number Symbols,2264,1230,100,1,80
T1 Number Symbols,2264,1300,100,1,80
T1 Phonemes,2268,16,40,1,0
T1 Phonemes,2268,27,80,1,20
T1 Phonemes,2268,49,80,1,0
T1 Phonemes,2268,96,100,1,20
T1 Phonemes,2268,99,80,1,20
T1 Rote Counting,2289,1363,100,2,100
T1 Phonemes,2313,179,90,2,40
T1 Phonemes,2313,185,100,2,40
T1 Phonemes,2313,186,70,2,20
T1 Phonemes,2313,1544,30,2,0
T1 Syllables,2327,1005,80,1,80
T1 Syllables,2327,1199,80,1,100
T1 Syllables,2327,1356,80,1,100
T1 Syllables,2327,1635,100,1,20
T1 Rational Counting,2330,21,100,1,100
T1 Rational Counting,2330,32,100,1,80
T1 Rational Counting,2330,63,100,1,100
T1 Rational Counting,2330,1515,100,1,20
T1 Rational Counting,2331,50,100,1,60
T1 Rational Counting,2331,62,100,1,80
T1 Rational Counting,2331,81,100,1,60
T1 Addition Strategies,2335,64,100,1,100
T1 Syllables,2366,1520,60,1,100
T1 Syllables,2375,17,100,3,100
T1 Syllables,2375,36,100,3,100
T1 Syllables,2375,45,100,3,100
T1 Rhyme,2424,1208,33,3,20
T1 Rhyme,2424,1265,78,3,40
T1 Rhyme,2424,1414,44.6667,3,60
T1 Rhyme,2424,1462,55.6667,3,80
T1 Phonemes,2425,1038,70,2,60
T1 Phonemes,2425,1040,100,2,80
T1 Phonemes,2425,1234,50,2,40
T1 Phonemes,2425,1250,100,2,100
T1 Phonemes,2425,1343,100,2,40
T1 Syllables,2437,923,80,1,100
T1 Syllables,2437,991,80,1,100
T1 Syllables,2437,1012,100,1,100
T1 Rhyme,2452,1399,100,2,80
T1 Rhyme,2452,1792,100,2,100
T1 Number Symbols,2555,942,60,1,60
T1 Number Symbols,2555,1183,100,1,100
T1 Number Symbols,2555,1371,100,1,100
T1 Syllables,2557,1151,80,1,100
T1 Syllables,2557,1400,80,1,100
T1 Phonemes,2559,110,100,1,40
T1 Phonemes,2559,111,100,1,40
T1 Phonemes,2559,123,100,1,40
T1 Phonemes,2559,1537,80,1,80
T1 Rhyme,2621,973,67,1,20
T1 Rhyme,2621,1262,67,1,40
T1 Syllables,2622,947,100,1,100
T1 Syllables,2622,962,80,1,100
T1 Syllables,2622,989,100,1,100
T1 Syllables,2622,1503,80,1,100
T1 Compound Words,2623,893,100,1,100
T1 Compound Words,2623,1196,100,1,80
T1 Compound Words,2623,1230,100,1,60
T1 Compound Words,2623,1513,100,1,60
T1 Initial Sounds,2624,1300,100,1,0
T1 Rote Counting,2628,1439,100,1,100
T1 Rhyme,2677,1209,67,1,40
T1 Rhyme,2677,1379,67,1,100
T1 Rhyme,2677,1494,100,1,100
T1 Rhyme,2689,712,33,1,60
T1 Rhyme,2689,723,33,1,60
T1 Rhyme,2689,1622,100,1,40
T1 Rhyme,2689,1829,100,1,80
T1 Shape Identification,2798,746,100,1,100
T1 Shape Identification,2798,752,100,1,100
T1 Shape Identification,2798,1643,100,1,100
T1 Rote Counting,2854,762,80,1,80
T1 Rote Counting,2854,884,80,1,100
