Group Exit Status,Classroom,Subject,exited_at,GroupID,Group Name,Number of Students,T1,DIP/T2/T3,First Lesson Date,Last Lesson Date,Number of Lesson of Type L(Lesson),Number of Lesson of Type R(Reteach),Number of Lesson of Type C(custom),Total Lesson Taught,Last Lesson Enter,Number of Weekly Assessments,Exit Assessments Given,,
Close,PSP1,Literacy,11/5/15,753,T1 Rhyme,5,5,0,9/25/15,10/21/15,10,0,0,10,3.3,1,No,,
Close,PSP1,Literacy,11/5/15,754,T1 Rhyme,6,6,0,9/25/15,10/15/15,10,0,0,10,3.2,1,No,,
Close,PSP1,Math,10/22/15,755,T1 One-to-One,4,4,0,9/25/15,10/20/15,14,0,0,14,4.3,0,Yes,,
Close,PSP1,Language,12/9/15,756,T1 Oral Comprehension,5,5,0,9/30/15,10/16/15,6,0,0,6,2.3,1,Yes,,
Close,PSP1,Language,12/9/15,757,T1 Expression: Descriptive Language,5,5,0,9/30/15,10/19/15,4,0,0,4,2.1,1,Yes,,
Close,PSP1,Language,12/9/15,758,T1 Expression: Descriptive Language,6,6,0,9/30/15,10/19/15,5,0,0,5,2.2,0,Yes,,
Close,PSP1,Social Emotional,NULL,760,T1 SED PS Units 1-5,4,4,0,10/14/15,12/14/15,7,0,0,7,3.3,0,No,,
Close,PSP1,Social Emotional,NULL,761,T1 SED PS Units 1-5,5,5,0,10/14/15,12/14/15,5,0,0,5,3.3,0,No,,
Close,PSP1,Social Emotional,NULL,762,T1 SED PS Units 1-5,5,5,0,10/14/15,12/14/15,6,0,0,6,3.3,0,No,,
Close,PSP1,Social Emotional,NULL,763,T1 SED PS Units 1-5,6,6,0,10/14/15,12/14/15,5,0,0,5,3.3,0,No,,
Close,PSP2,Math,11/12/15,764,T1 One-to-One,6,6,0,9/21/15,10/5/15,12,0,0,12,2.1,0,Yes,,
Close,PSP2,Math,11/17/15,766,T1 Rational Counting,4,4,0,9/21/15,11/3/15,16,1,0,17,4.3,1,Yes,,
Close,PSP2,Math,11/17/15,767,T1 Rational Counting,4,4,0,9/21/15,11/3/15,19,1,0,20,4.2,1,Yes,,
Close,PSP2,Literacy,10/21/15,769,T1 Word Awareness,6,6,0,9/24/15,10/15/15,15,0,0,15,3.3,2,Yes,,
Close,PSP2,Literacy,10/21/15,770,T1 Word Awareness,7,7,0,9/24/15,10/15/15,9,0,0,9,2.3,2,Yes,,
Close,PSP2,Literacy,11/19/15,771,T1 Rhyme,9,9,0,9/24/15,11/10/15,16,5,0,21,2.31,4,Yes,,
Close,PSP2,Literacy,11/19/15,772,T1 Rhyme,6,6,0,9/24/15,11/9/15,14,5,0,19,3.1,3,Yes,,
Close,PSP2,Language,11/20/15,773,T1 Oral Comprehension,7,7,0,9/21/15,10/8/15,4,0,0,4,2.1,0,No,,
Close,PSP2,Language,11/20/15,774,T1 Oral Comprehension,6,6,0,9/21/15,10/8/15,3,0,0,3,2.1,0,No,,
Close,PSP2,Language,11/20/15,775,T1 Expression: Descriptive Language,3,3,0,9/21/15,11/2/15,3,0,0,3,2.1,0,No,,
Close,PSP2,Language,11/20/15,776,T1 Expression: Descriptive Language,4,4,0,9/21/15,11/2/15,3,0,0,3,2.1,0,No,,
Close,PSP2,Social Emotional,NULL,777,T1 SED PS Units 1-5,5,5,0,10/13/15,12/8/15,5,0,0,5,2.3,0,No,,
Close,PSP2,Social Emotional,NULL,778,T1 SED PS Units 1-5,4,4,0,10/13/15,12/8/15,4,0,0,4,2.3,0,No,,
Close,PSP2,Social Emotional,NULL,779,T1 SED PS Units 1-5,4,4,0,10/13/15,12/8/15,4,0,0,4,2.3,0,No,,
Close,PSP2,Social Emotional,NULL,780,T1 SED PS Units 1-5,4,4,0,10/13/15,12/8/15,4,0,0,4,2.3,0,No,,
Close,PSP3,Math,10/22/15,781,T1 One-to-One,5,5,0,9/22/15,10/6/15,7,0,0,7,2.4,0,Yes,,
Close,PSP3,Math,10/22/15,782,T1 One-to-One,5,5,0,9/22/15,10/6/15,7,0,0,7,2.4,0,Yes,,
Close,PSP3,Math,10/22/15,784,T1 Rational Counting,5,5,0,9/22/15,10/6/15,4,0,0,4,2.3,0,Yes,,
Close,PSP3,Math,10/22/15,785,T1 Rational Counting,6,6,0,9/27/15,10/6/15,7,0,0,7,2.5,0,Yes,,
Close,PSP3,Literacy,11/6/15,786,T1 Word Awareness,4,4,0,9/24/15,11/6/15,12,3,1,16,4.3,3,Yes,,
Close,PSP3,Literacy,10/19/15,787,T1 Word Awareness,5,5,0,9/24/15,10/15/15,11,0,0,11,4.3,1,No,,
Close,PSP3,Literacy,11/6/15,788,T1 Rhyme,6,6,0,9/24/15,10/15/15,9,3,0,12,3.2,1,No,,
Close,PSP3,Literacy,11/5/15,789,T1 Syllables,6,6,0,9/24/15,10/8/15,10,0,0,10,3.3,1,No,,
Open,SW3,Literacy,NULL,2946,T1 Phonemes,5,5,0,3/2/16,3/16/16,4,5,0,9,1.311,0,No,,
Open,CH5,Literacy,NULL,2395,T1 Rhyme,3,2,1,2/1/16,3/16/16,12,10,0,22,4.2,3,No,,
Open,CH6,Literacy,NULL,2812,T1 Phonemes,2,2,0,2/17/16,3/16/16,10,2,0,12,3.3,0,No,,
Open,CH5,Literacy,NULL,2406,T2 Rhyme,3,0,3,2/5/16,3/16/16,11,1,0,12,3.3,2,No,,
Close,PSP3,Social Emotional,NULL,794,T1 SED PK Units 1-5,7,7,0,10/13/15,10/13/15,1,0,0,1,3.1,0,No,,
Close,PSP3,Social Emotional,NULL,795,T1 SED PK Units 1-5,5,5,0,10/13/15,10/13/15,1,0,0,1,3.1,0,No,,
Close,PSP3,Social Emotional,NULL,796,T1 SED PK Units 1-5,6,6,0,10/13/15,10/13/15,1,0,0,1,3.1,0,No,,
Close,PSP3,Social Emotional,NULL,797,T1 SED PK Units 1-5,3,3,0,10/13/15,10/13/15,1,0,0,1,3.1,0,No,,
Close,PSP4,Math,10/22/15,798,T1 Rational Counting,4,4,0,9/22/15,10/5/15,5,0,2,7,2.2,0,Yes,,
Close,PSP4,Math,10/22/15,799,T1 Rational Counting,6,6,0,9/22/15,10/5/15,7,0,1,8,2.4,0,Yes,,
Close,PSP4,Math,10/22/15,800,T1 Rational Counting,6,6,0,9/22/15,10/5/15,6,0,0,6,2.3,0,Yes,,
Close,PSP4,Math,10/22/15,801,T1 Rational Counting,6,6,0,9/22/15,10/5/15,7,0,0,7,2.3,0,Yes,,
Close,PSP4,Literacy,10/22/15,802,T1 Word Awareness,5,5,0,9/22/15,10/13/15,6,0,0,6,2.3,2,Yes,,
Close,PSP4,Literacy,10/22/15,803,T1 Word Awareness,4,4,0,9/22/15,10/13/15,6,0,0,6,2.3,1,Yes,,
Close,PSP4,Literacy,10/22/15,804,T1 Rhyme,7,7,0,9/22/15,10/13/15,7,0,0,7,2.3,1,Yes,,
Close,PSP4,Literacy,10/22/15,805,T1 Syllables,5,5,0,9/22/15,10/13/15,5,0,0,5,2.3,1,Yes,,
Close,PSP4,Language,10/22/15,806,T1 Oral Comprehension,3,3,0,9/22/15,10/22/15,6,0,0,6,2.3,0,No,,
Close,PSP4,Language,10/22/15,807,T1 Expression: Descriptive Language,7,7,0,9/22/15,10/22/15,6,0,0,6,2.3,0,No,,
Close,PSP4,Language,10/22/15,808,T1 Conversations,6,6,0,9/22/15,10/22/15,8,0,0,8,2.3,0,No,,
Close,PSP4,Language,10/22/15,809,T1 Conversations,5,5,0,9/22/15,11/10/15,5,0,0,5,2.3,0,Yes,,
Close,CH2,ELL,NULL,815,T2 ELL Weeks 1-5,3,0,3,10/5/15,10/13/15,13,0,0,13,5.3,0,No,,
Close,CH3,ELL,NULL,816,T2 ELL Weeks 1-5,4,0,4,10/9/15,10/14/15,17,0,0,17,5.3,0,No,,
Close,CH4,ELL,NULL,819,T2 ELL Weeks 1-5,7,0,7,10/5/15,10/13/15,10,0,0,10,5.3,0,No,,
Close,CH5,ELL,NULL,821,T2 ELL Weeks 1-5,3,1,2,9/30/15,10/9/15,15,0,0,15,5.3,0,No,,
Close,CH8,ELL,NULL,825,T2 ELL Weeks 1-5,1,0,1,10/5/15,10/13/15,14,0,0,14,5.3,0,No,,
Close,OK3,ELL,NULL,833,T2 ELL Weeks 1-5,2,0,2,9/29/15,11/19/15,16,1,0,17,5.3,0,No,,
Close,LP2,ELL,NULL,835,T2 ELL Weeks 1-5,2,0,2,10/2/15,10/8/15,16,0,0,16,5.3,0,No,,
Close,LP1,ELL,NULL,837,T2 ELL Weeks 1-5,1,0,1,10/8/15,10/9/15,4,0,0,4,5.3,0,No,,
Close,PSP2,Math,11/17/15,1048,T1 Rational Counting,4,4,0,9/27/15,11/3/15,19,4,0,23,4.2,1,Yes,,
Close,DP4,Literacy,2/4/16,1050,T1 Rhyme,5,5,0,9/29/15,2/4/16,9,4,0,13,3.41,2,Yes,,
Close,CH1,ELL,NULL,1051,T1 ELL Units 2-4 DIP,3,0,3,10/2/15,11/18/15,10,0,0,10,3.3,0,No,,
Close,CH3,ELL,NULL,1052,T1 ELL Units 2-4 DIP,3,0,3,12/9/15,12/9/15,2,0,0,2,1.1,0,No,,
Close,CH4,ELL,NULL,1053,T1 ELL Units 2-4 DIP,4,0,4,10/5/15,1/9/16,9,0,0,9,3.2,0,No,,
Close,CH5,ELL,NULL,1054,T1 ELL Units 2-4 DIP,2,0,2,10/9/15,11/20/15,9,0,0,9,3.3,0,No,,
Close,CH6,ELL,NULL,1055,T1 ELL Units 2-4 DIP,3,0,3,10/13/15,11/5/15,9,0,0,9,3.3,0,No,,
Close,CH8,ELL,NULL,1056,T1 ELL Units 2-4 DIP,5,1,4,10/13/15,11/24/15,11,0,0,11,3.2,0,No,,
Close,SW2,ELL,NULL,1057,T2 ELL Weeks 1-5,3,0,3,10/2/15,10/15/15,16,0,0,16,5.3,0,No,,
Close,SW2,ELL,NULL,1058,T1 ELL Units 2-4 DIP,4,0,4,10/9/15,11/16/15,8,0,0,8,3.2,0,No,,
Close,SW3,ELL,NULL,1059,T1 ELL Units 2-4 DIP,2,0,2,10/8/15,10/21/15,7,0,0,7,2.3,0,No,,
Close,OK3,ELL,NULL,1061,T1 ELL Units 2-4 DIP,1,0,1,12/3/15,12/7/15,4,0,0,4,2.1,0,No,,
Close,OK8,ELL,NULL,1063,T2 ELL Weeks 1-5,1,0,1,10/1/15,10/13/15,14,0,0,14,5.2,0,No,,
Close,LP2,ELL,NULL,1064,T1 ELL Units 2-4 DIP,1,0,1,10/2/15,11/14/15,8,0,0,8,3.2,0,No,,
Close,PSP1,ELL,NULL,1065,T2 ELL Weeks 1-5,2,0,2,9/29/15,10/16/15,13,0,0,13,5.3,0,No,,
Close,PSP2,ELL,NULL,1066,T2 ELL Weeks 1-5,1,0,1,10/5/15,10/19/15,15,0,0,15,5.3,0,No,,
Close,PSP2,ELL,NULL,1067,T1 ELL Units 2-4 DIP,1,0,1,10/13/15,11/9/15,9,0,0,9,3.3,0,No,,
Close,PSP3,ELL,NULL,1068,T2 ELL Weeks 1-5,1,0,1,9/29/15,10/13/15,8,0,0,8,4.2,0,No,,
Close,PSP3,ELL,NULL,1069,T1 ELL Units 2-4 DIP,1,0,1,9/29/15,11/6/15,7,0,0,7,3.1,0,No,,
Close,DK4,Math,1/28/16,1070,T1 Quantification,7,7,0,9/28/15,11/17/15,6,0,0,6,3.1,1,Yes,,
Close,DK4,Literacy,11/8/15,1072,T1 Compound Words,4,4,0,9/30/15,10/13/15,6,0,0,6,2.3,0,No,,
Open,CH6,Math,NULL,2568,T1 Number Symbols,3,0,3,2/2/16,3/16/16,18,6,0,24,5.1,6,No,,
Open,SW2,Literacy,NULL,1497,T1 Compound Words,6,6,0,2/17/16,3/15/16,12,1,0,13,4.1,0,Yes,,
Close,DP2,Literacy,1/28/16,1080,T1 Syllables,3,3,0,11/12/15,12/11/15,6,1,0,7,2.3,1,No,,
Close,DP1,Literacy,10/28/15,1081,T1 Rhyme,6,6,0,10/1/15,10/8/15,4,2,0,6,2.1,0,No,,
Close,DP1,Literacy,12/1/15,1082,T1 Rhyme,5,5,0,10/13/15,10/28/15,2,0,1,3,2.21,0,No,,
Close,DP1,Literacy,12/1/15,1083,T1 Rhyme,5,5,0,10/13/15,10/28/15,1,0,1,2,1.41,1,No,,
Close,SW5,Literacy,11/18/15,1085,T1 Rhyme,6,3,3,10/1/15,10/9/15,6,0,0,6,2.3,2,Yes,,
Close,SW5,Literacy,11/18/15,1086,T1 Initial Sounds,4,4,0,10/1/15,10/9/15,6,0,0,6,2.3,0,Yes,,
Close,DP2,Literacy,1/28/16,1087,T1 Rhyme,6,6,0,10/1/15,12/11/15,15,0,0,15,4.3,1,Yes,,
Close,SW3,ELL,10/30/15,1088,T2 ELL Weeks 1-5,4,0,4,10/8/15,10/30/15,9,0,0,9,5.3,0,No,,
Close,CH8,Math,2/2/16,1089,T1 Rote Counting,5,5,0,10/6/15,12/10/15,14,9,0,23,2.51,3,Yes,,
Close,SW2,Math,10/20/15,1090,T1 One-to-One,5,5,0,10/7/15,10/20/15,5,0,0,5,3.3,0,Yes,,
Close,OK1,ELL,NULL,1091,T1 ELL Units 2-4 DIP,1,0,1,10/13/15,10/20/15,3,0,0,3,1.3,0,No,,
Close,DP5,Math,11/17/15,1096,T1 Quantification,6,6,0,10/21/15,11/10/15,7,0,0,7,3.1,0,Yes,,
Close,DP5,Math,11/17/15,1097,T1 Quantification,6,6,0,10/21/15,11/10/15,7,0,0,7,2.3,0,Yes,,
Close,DP5,Math,1/27/16,1098,T1 Quantification,8,8,0,10/19/15,1/27/16,8,0,0,8,2.3,0,Yes,,
Close,SW4,Math,1/31/16,1101,T1 Rote Counting,2,2,0,10/6/15,1/21/16,14,11,0,25,2.511,1,No,,
Close,SW4,Math,10/27/15,1103,T1 Quantification,7,7,0,10/6/15,10/19/15,6,0,0,6,4.3,1,No,,
Close,SW4,Literacy,10/27/15,1104,T1 Syllables,4,4,0,10/5/15,10/22/15,7,0,0,7,2.3,0,Yes,,
Close,SW4,Literacy,10/27/15,1105,T1 Syllables,5,5,0,10/6/15,10/26/15,6,0,0,6,2.3,0,Yes,,
Close,SW4,Literacy,11/4/15,1106,T1 Rhyme,1,1,0,10/6/15,10/29/15,6,0,0,6,2.3,1,Yes,,
Close,CH8,Math,11/8/15,1110,T1 Quantification,5,5,0,10/5/15,10/5/15,0,0,0,0,NULL,0,Yes,,
Close,CH8,Math,11/8/15,1111,T1 Quantification,5,5,0,10/5/15,10/5/15,0,0,0,0,NULL,0,Yes,,
Close,PSP2,Math,11/17/15,1123,T1 Rote Counting,6,6,0,10/7/15,10/20/15,9,2,0,11,2.3,1,No,,
Close,PSP4,Math,11/10/15,1129,T1 Quantification,7,7,0,10/28/15,11/10/15,8,0,0,8,2.3,0,Yes,,
Close,DP3,Math,12/3/15,1130,T1 Rote Counting,6,6,0,10/16/15,11/6/15,11,2,0,13,3.1,2,Yes,,
Close,DP3,Math,12/14/15,1131,T1 Rote Counting,9,9,0,10/20/15,12/14/15,14,11,0,25,2.2,2,Yes,,
Close,DP3,Math,12/3/15,1132,T1 Quantification,5,5,0,10/22/15,11/16/15,12,0,0,12,3.1,2,Yes,,
Close,DP3,Math,12/1/15,1133,T1 Quantification,6,6,0,10/22/15,11/6/15,12,0,0,12,3.1,0,Yes,,
Close,PL3,Math,12/4/15,1134,T1 Quantification,6,6,0,10/7/15,11/23/15,6,0,0,6,2.3,0,Yes,,
Close,PL3,Math,12/4/15,1135,T1 Quantification,6,6,0,10/7/15,11/23/15,9,0,0,9,2.4,0,Yes,,
Close,CH7,Literacy,10/28/15,1138,T1 Syllables,5,5,0,10/6/15,10/6/15,0,0,0,0,NULL,0,Yes,,
Close,CH7,Literacy,11/9/15,1139,T1 Compound Words,6,6,0,10/20/15,10/20/15,2,0,0,2,1.1,0,No,,
Close,LP3,Math,11/9/15,1140,T1 Rote Counting,5,5,0,10/5/15,11/9/15,16,0,0,16,4.2,3,Yes,,
Close,DK1,Literacy,11/19/15,1141,T1 Rhyme,6,6,0,10/14/15,10/22/15,6,0,0,6,2.1,0,No,,
Close,CH6,Math,11/29/15,1142,T1 Quantification,5,5,0,10/6/15,10/6/15,0,0,0,0,NULL,0,Yes,,
Close,CH6,Math,11/29/15,1143,T1 Quantification,5,5,0,10/6/15,10/6/15,0,0,0,0,NULL,0,Yes,,
Close,SW1,Literacy,2/9/16,1144,T1 Rhyme,3,3,0,10/28/15,1/27/16,14,16,0,30,5.11,1,Yes,,
Close,CH6,Literacy,2/2/16,1145,T1 Rhyme,4,4,0,10/13/15,1/13/16,16,10,0,26,5.2,3,Yes,,
Close,DP3,Literacy,12/2/15,1146,T1 Rhyme,6,6,0,10/6/15,10/27/15,8,4,0,12,2.31111,0,No,,
Close,DP3,Literacy,12/2/15,1147,T1 Rhyme,6,5,1,10/6/15,10/23/15,7,1,0,8,2.3,0,No,,
Close,DP3,Literacy,11/30/15,1148,T1 Compound Words,3,3,0,10/6/15,10/16/15,5,0,0,5,2.3,0,Yes,,
Close,PL3,Math,12/4/15,1149,T1 Rote Counting,6,6,0,10/7/15,12/4/15,10,0,0,10,2.4,0,Yes,,
Close,PSP4,Math,11/10/15,1150,T1 Quantification,5,5,0,11/10/15,11/10/15,6,0,0,6,2.3,0,Yes,,
Close,DP1,Math,2/25/16,1155,T1 Rational Counting,10,10,0,10/8/15,11/5/15,5,0,0,5,2.2,1,No,,
Close,SW3,Literacy,11/9/15,1156,T1 Phonemes,2,2,0,10/13/15,11/2/15,5,4,0,9,2.21,1,Yes,,
Close,CH7,Literacy,11/9/15,1157,T1 Compound Words,4,4,0,10/20/15,10/20/15,2,0,0,2,1.2,0,No,,
Close,CH7,Literacy,11/9/15,1158,T1 Compound Words,5,5,0,10/20/15,10/20/15,2,0,0,2,1.2,0,No,,
Close,SW3,Literacy,10/26/15,1159,T1 Rhyme,7,7,0,10/13/15,10/26/15,8,0,0,8,2.3,2,Yes,,
Close,SW3,Literacy,10/26/15,1160,T1 Rhyme,7,7,0,10/13/15,10/26/15,8,0,0,8,2.3,2,Yes,,
Close,SW3,Math,11/9/15,1161,T1 Rote Counting,5,5,0,10/13/15,11/5/15,9,3,0,12,2.3,1,Yes,,
Close,SW3,Math,11/9/15,1162,T1 Rote Counting,5,5,0,10/13/15,11/5/15,9,2,0,11,2.3,1,Yes,,
Close,SW3,Math,11/9/15,1163,T1 Quantification,4,4,0,10/13/15,11/5/15,11,0,0,11,2.4,1,Yes,,
Close,SW3,Math,11/9/15,1164,T1 Quantification,6,6,0,10/13/15,11/5/15,10,0,0,10,2.4,1,Yes,,
Close,LP2,Literacy,11/16/15,1167,T1 Rhyme,5,5,0,10/16/15,11/10/15,8,2,0,10,2.2,0,No,,
Close,DP1,Math,2/25/16,1168,T1 Rational Counting,6,6,0,10/8/15,11/5/15,5,0,0,5,2.2,1,No,,
Close,CH6,Math,11/29/15,1170,T1 Number Symbols,5,5,0,10/8/15,11/2/15,12,0,0,12,6.3,0,Yes,,
Close,PSP2,Literacy,11/19/15,1171,T1 Rhyme,5,4,1,10/21/15,11/10/15,6,0,0,6,2.2,0,No,,
Close,CH6,Math,11/29/15,1172,T1 Number Symbols,5,5,0,10/8/15,10/8/15,1,0,0,1,1.1,0,Yes,,
Close,DP5,Literacy,11/30/15,1173,T1 Syllables,6,6,0,10/8/15,11/30/15,3,0,0,3,1.3,0,Yes,,
Open,SW3,ELL,NULL,2640,T1 ELL Units 7-8 DIP,2,0,2,2/10/16,3/15/16,0,0,0,0,NULL,8,No,,
Open,SW3,Math,NULL,2859,T1 Comparative Value,3,3,0,2/23/16,3/15/16,7,0,0,7,2.1,0,No,,
Open,OK2,Math,NULL,2611,T1 Rational Counting,4,4,0,2/4/16,3/15/16,14,2,0,16,4.2,0,Yes,,
Open,OK2,Math,NULL,2610,T1 Rational Counting,5,5,0,2/3/16,3/15/16,12,0,0,12,4.2,0,Yes,,
Close,PL1,Math,12/15/15,1179,T1 Rote Counting,5,5,0,10/8/15,11/2/15,6,0,0,6,2.2,0,No,,
Close,CH6,Math,1/11/16,1180,T1 Addition Strategies,5,5,0,10/13/15,11/30/15,20,0,0,20,6.3,0,Yes,,
Close,PSP3,Literacy,11/6/15,1181,T1 Compound Words,6,6,0,10/13/15,11/6/15,9,0,0,9,3.1,0,Yes,,
Close,DK3,Math,11/10/15,1184,T1 Quantification,6,6,0,10/13/15,11/6/15,6,0,0,6,4.1,0,Yes,,
Close,DK3,Math,11/10/15,1185,T1 Quantification,6,6,0,11/6/15,11/6/15,0,0,0,0,NULL,0,Yes,,
Close,DP5,Literacy,11/30/15,1191,T1 Syllables,7,7,0,11/30/15,11/30/15,0,0,0,0,NULL,0,Yes,,
Close,DK2,ELL,NULL,1193,T2 ELL Weeks 1-5,1,0,1,10/14/15,10/16/15,2,0,0,2,5.2,0,No,,
Close,CH2,Math,10/21/15,1194,T1 Rote Counting,5,5,0,10/19/15,10/19/15,0,0,0,0,NULL,0,Yes,,
Close,CH2,Math,2/3/16,1195,T1 Rote Counting,6,6,0,10/15/15,12/14/15,11,0,0,11,2.5,1,Yes,,
Close,CH2,Literacy,2/1/16,1196,T1 Rhyme,9,9,0,10/20/15,12/10/15,4,1,0,5,2.3,0,No,,
Close,CH6,Literacy,11/10/15,1197,T1 Phonemes,5,5,0,10/13/15,11/4/15,10,3,0,13,3.31,0,No,,
Close,CH6,Literacy,11/10/15,1198,T1 Phonemes,5,5,0,10/13/15,11/4/15,9,8,0,17,5.1,0,No,,
Close,PL2,ELL,NULL,1202,T1 ELL Units 2-4 DIP,1,0,1,10/16/15,10/22/15,7,0,0,7,3.1,0,No,,
Close,OK2,Math,2/3/16,1203,T1 Rote Counting,6,6,0,10/13/15,1/24/16,9,7,0,16,3.2,0,Yes,,
Close,OK2,Math,2/3/16,1204,T1 Rote Counting,7,7,0,10/13/15,1/24/16,9,10,0,19,3.3,0,Yes,,
Close,DK1,Literacy,11/19/15,1207,T1 Rhyme,3,3,0,10/14/15,10/20/15,2,0,0,2,1.2,0,No,,
Close,SW2,Math,11/19/15,1208,T1 Rote Counting,5,5,0,10/15/15,11/19/15,7,1,0,8,2.4,0,Yes,,
Close,SW2,Math,11/19/15,1209,T1 Rote Counting,6,6,0,10/15/15,11/19/15,7,0,0,7,2.4,0,Yes,,
Close,SW2,Math,11/19/15,1210,T1 Rote Counting,5,5,0,10/15/15,11/19/15,7,0,0,7,2.4,0,Yes,,
Close,CH1,ELL,NULL,1211,T2 ELL Weeks 6-10,4,0,4,10/14/15,12/3/15,15,0,0,15,5.2,0,No,,
Close,PL4,Literacy,11/17/15,1212,T1 Phonemes,6,6,0,10/14/15,11/5/15,5,3,0,8,2.2,0,No,,
Close,LP3,Math,11/9/15,1219,T1 Quantification,5,5,0,10/14/15,10/29/15,7,0,0,7,2.3,0,Yes,,
Close,LP3,Math,11/9/15,1220,T1 Quantification,5,5,0,10/14/15,10/29/15,6,0,0,6,2.3,0,Yes,,
Close,LP3,Math,11/9/15,1221,T1 Quantification,5,5,0,10/14/15,10/29/15,6,0,0,6,2.3,0,Yes,,
Close,LP2,Literacy,11/10/15,1223,T1 Word Awareness,5,5,0,10/27/15,11/10/15,5,1,0,6,4.1,0,No,,
Close,PL4,Literacy,11/17/15,1224,T1 Rhyme,5,5,0,10/15/15,11/13/15,9,0,0,9,2.3,3,No,,
Close,DK2,ELL,NULL,1225,T2 ELL Weeks 6-10,1,0,1,10/27/15,11/5/15,3,0,0,3,4.1,0,No,,
Close,CH2,ELL,NULL,1226,T2 ELL Weeks 6-10,3,0,3,10/14/15,10/15/15,3,0,0,3,1.2,0,No,,
Close,PL4,Literacy,11/17/15,1227,T1 Initial Sounds,6,6,0,10/15/15,11/13/15,6,0,0,6,2.3,0,No,,
Close,CH3,ELL,NULL,1228,T2 ELL Weeks 6-10,4,0,4,10/15/15,11/25/15,15,0,0,15,5.3,0,No,,
Close,CH4,ELL,NULL,1229,T2 ELL Weeks 6-10,7,0,7,10/29/15,11/3/15,9,0,0,9,3.1,0,No,,
Close,CH5,ELL,NULL,1230,T2 ELL Weeks 6-10,3,0,3,10/16/15,11/13/15,15,0,0,15,5.3,0,No,,
Close,CH8,ELL,NULL,1231,T2 ELL Weeks 6-10,1,0,1,10/16/15,11/13/15,15,0,0,15,5.3,0,No,,
Close,SW1,ELL,NULL,1232,T2 ELL Weeks 6-10,1,0,1,11/2/15,11/30/15,15,0,0,15,5.3,0,No,,
Close,SW2,ELL,NULL,1233,T2 ELL Weeks 6-10,1,0,1,10/15/15,11/16/15,15,0,0,15,5.3,0,No,,
Close,SW4,ELL,NULL,1234,T2 ELL Weeks 6-10,1,0,1,11/4/15,11/13/15,3,1,0,4,2.3,0,No,,
Close,OK3,ELL,NULL,1235,T2 ELL Weeks 6-10,2,0,2,10/15/15,11/23/15,15,5,0,20,5.2,0,No,,
Close,OK8,ELL,NULL,1236,T2 ELL Weeks 6-10,1,0,1,10/19/15,11/10/15,13,0,0,13,5.1,0,No,,
Close,LP2,ELL,NULL,1238,T2 ELL Weeks 6-10,2,0,2,10/16/15,11/14/15,14,0,0,14,5.3,0,No,,
Close,PSP1,ELL,NULL,1239,T2 ELL Weeks 6-10,2,0,2,10/26/15,11/19/15,12,0,0,12,4.3,0,No,,
Close,PSP2,ELL,NULL,1240,T2 ELL Weeks 6-10,1,0,1,10/26/15,11/9/15,9,0,0,9,4.3,0,No,,
Close,PSP3,ELL,NULL,1241,T2 ELL Weeks 6-10,1,0,1,11/2/15,11/6/15,9,0,0,9,3.3,0,No,,
Close,SW1,Literacy,2/9/16,1242,T1 Rhyme,4,4,0,10/28/15,1/27/16,13,17,0,30,5.1,0,Yes,,
Close,SW1,Math,10/27/15,1243,T1 Rote Counting,5,5,0,10/14/15,10/26/15,4,0,0,4,1.3,0,No,,
Close,SW1,Math,10/27/15,1244,T1 Rational Counting,5,5,0,10/26/15,10/27/15,3,0,0,3,1.3,0,Yes,,
Close,PL4,Math,11/17/15,1245,T1 Rote Counting,5,5,0,10/27/15,10/27/15,6,0,0,6,2.1,1,No,,
Close,DP2,Literacy,1/28/16,1247,T1 Rhyme,3,3,0,10/15/15,12/9/15,6,0,0,6,2.1,0,No,,
Close,PL1,Literacy,11/10/15,1251,T1 Syllables,2,2,0,10/15/15,11/5/15,5,0,0,5,2.2,0,No,,
Close,PL1,Literacy,2/2/16,1252,T1 Rhyme,6,6,0,10/15/15,2/2/16,11,2,0,13,3.3,0,Yes,,
Open,SW3,Math,NULL,2867,T1 Quantification,4,4,0,2/23/16,3/15/16,6,0,0,6,2.1,0,No,,
Open,SW3,Math,NULL,2868,T1 Number Symbols,6,6,0,2/23/16,3/15/16,6,0,0,6,2.1,0,No,,
Open,SW3,Math,NULL,2998,T1 Number Symbols,4,4,0,3/15/16,3/15/16,1,0,0,1,1.1,0,No,,
Close,PL1,Literacy,2/2/16,1257,T1 Rhyme,5,5,0,10/15/15,2/2/16,15,6,0,21,4.31,0,Yes,,
Close,PL4,Math,11/17/15,1258,T1 Quantification,6,6,0,10/27/15,11/10/15,10,0,0,10,2.5,2,Yes,,
Close,PL4,Math,11/17/15,1259,T1 Quantification,6,6,0,10/15/15,11/5/15,15,0,0,15,3.3,0,Yes,,
Open,CH1,Math,NULL,2495,T1 Rote Counting,5,5,0,2/5/16,3/15/16,14,1,0,15,3.4,1,No,,
Open,SW2,Math,NULL,2700,T1 Rote Counting,4,4,0,2/9/16,3/15/16,7,6,0,13,2.1,0,No,,
Close,PL3,Literacy,12/4/15,1268,T1 Syllables,5,5,0,11/2/15,11/2/15,0,0,0,0,NULL,0,Yes,,
Close,PL3,Literacy,2/1/16,1269,T1 Rhyme,8,7,1,11/3/15,1/28/16,11,1,0,12,4.21,0,Yes,,
